time_s,AIN1_RAW,AIN2_RAW,AIN3_RAW,AIN4_RAW,AIN1_voltage_est,AIN2_voltage_est,AIN3_voltage_est,AIN4_voltage_est,AIN1_filtered_v,AIN2_filtered_v,AIN3_filtered_v,AIN4_filtered_v
1.71,1574,1783,2439,494,1.90263736263736,2.15527472527473,2.94824175824176,0.597142857142857,1.92548351648352,2.16820879120879,2.94703296703297,0.572483516483517
1.72,1627,1763,2421,489,1.9667032967033,2.1310989010989,2.92648351648352,0.591098901098901,1.9256043956044,2.16059340659341,2.94014285714286,0.563296703296703
1.73,1533,1815,2484,477,1.85307692307692,2.19395604395604,3.00263736263736,0.576593406593407,1.92330769230769,2.15140659340659,2.94135164835165,0.558945054945055
1.74,1589,1749,2420,453,1.92076923076923,2.11417582417582,2.92527472527473,0.547582417582418,1.92221978021978,2.13593406593407,2.9311978021978,0.561967032967033
1.75,1583,1750,2431,450,1.91351648351648,2.11538461538462,2.93857142857143,0.543956043956044,1.91992307692308,2.12275824175824,2.9340989010989,0.575021978021978
1.76,1551,1763,2399,442,1.87483516483516,2.1310989010989,2.89989010989011,0.534285714285714,1.91194505494506,2.10897802197802,2.926,0.580098901098901
1.77,1591,1749,2447,470,1.92318681318681,2.11417582417582,2.95791208791209,0.568131868131868,1.90686813186813,2.0987032967033,2.91753846153846,0.58167032967033
1.78,1591,1695,2379,480,1.92318681318681,2.0489010989011,2.87571428571429,0.58021978021978,1.89441758241758,2.09193406593407,2.9062967032967,0.583846153846154
1.79,1560,1669,2409,542,1.88571428571429,2.01747252747253,2.91197802197802,0.655164835164835,1.89756043956044,2.07174725274725,2.89457142857143,0.585659340659341
1.8,1618,1711,2377,502,1.95582417582418,2.06824175824176,2.8732967032967,0.606813186813187,1.89224175824176,2.06316483516484,2.88792307692308,0.592428571428571
1.81,1532,1698,2369,507,1.85186813186813,2.05252747252747,2.86362637362637,0.612857142857143,1.88172527472527,2.05446153846154,2.88224175824176,0.605120879120879
1.82,1524,1707,2328,507,1.8421978021978,2.06340659340659,2.81406593406593,0.612857142857143,1.88849450549451,2.04285714285714,2.88127472527473,0.619505494505495
1.83,1559,1648,2387,492,1.88450549450549,1.99208791208791,2.88538461538462,0.594725274725275,1.89103296703297,2.03234065934066,2.86616483516484,0.634494505494505
1.84,1545,1678,2365,509,1.86758241758242,2.02835164835165,2.85879120879121,0.615274725274725,1.88027472527473,2.02472527472527,2.86749450549451,0.645373626373626
1.85,1496,1678,2384,555,1.80835164835165,2.02835164835165,2.88175824175824,0.670879120879121,1.88063736263736,2.01578021978022,2.85903296703297,0.652142857142857
1.86,1607,1667,2391,561,1.94252747252747,2.01505494505495,2.89021978021978,0.678131868131868,1.86915384615385,2.00345054945055,2.85854945054945,0.667615384615385
1.87,1612,1662,2322,594,1.94857142857143,2.00901098901099,2.80681318681319,0.718021978021978,1.87362637362637,1.98145054945055,2.85963736263736,0.681637362637363
1.88,1502,1632,2390,570,1.8156043956044,1.97274725274725,2.88901098901099,0.689010989010989,1.87362637362637,1.9660989010989,2.86398901098901,0.692153846153846
1.89,1563,1595,2339,598,1.88934065934066,1.92802197802198,2.82736263736264,0.722857142857143,1.8758021978022,1.95727472527473,2.85637362637363,0.712461538461538
1.9,1523,1609,2373,630,1.84098901098901,1.94494505494505,2.86846153846154,0.761538461538461,1.88232967032967,1.93962637362637,2.84936263736264,0.732648351648352
1.91,1569,1516,2378,623,1.89659340659341,1.83252747252747,2.87450549450549,0.753076923076923,1.89236263736264,1.91714285714286,2.8438021978022,0.747153846153846
1.92,1524,1580,2364,594,1.8421978021978,1.90989010989011,2.85758241758242,0.718021978021978,1.89103296703297,1.89320879120879,2.83183516483516,0.75754945054945
1.93,1577,1575,2324,660,1.90626373626374,1.90384615384615,2.80923076923077,0.797802197802198,1.89187912087912,1.87785714285714,2.83437362637363,0.772417582417583
1.94,1599,1532,2307,676,1.93285714285714,1.85186813186813,2.78868131868132,0.817142857142857,1.89550549450549,1.86153846153846,2.83292307692308,0.791758241758242
1.95,1579,1492,2338,675,1.90868131868132,1.80351648351648,2.82615384615385,0.815934065934066,1.90167032967033,1.83784615384615,2.83123076923077,0.802516483516484
1.96,1596,1469,2292,647,1.92923076923077,1.77571428571429,2.77054945054945,0.782087912087912,1.90747252747253,1.81645054945055,2.82845054945055,0.814604395604396
1.97,1619,1535,2343,717,1.95703296703297,1.85549450549451,2.8321978021978,0.866703296703297,1.91532967032967,1.80569230769231,2.82107692307692,0.826571428571429
1.98,1532,1497,2378,730,1.85186813186813,1.80956043956044,2.87450549450549,0.882417582417583,1.9279010989011,1.78913186813187,2.82228571428571,0.840714285714286
1.99,1614,1399,2325,687,1.95098901098901,1.6910989010989,2.81043956043956,0.83043956043956,1.93225274725275,1.76713186813187,2.82023076923077,0.854615384615385
2,1571,1432,2350,730,1.89901098901099,1.73098901098901,2.84065934065934,0.882417582417583,1.93092307692308,1.74476923076923,2.82023076923077,0.869967032967033
2.01,1634,1427,2317,722,1.97516483516484,1.72494505494505,2.80076923076923,0.872747252747253,1.9382967032967,1.727,2.81346153846154,0.882901098901099
2.02,1628,1443,2374,711,1.96791208791209,1.74428571428571,2.86967032967033,0.859450549450549,1.94687912087912,1.70330769230769,2.81430769230769,0.894868131868132
2.03,1613,1393,2307,775,1.94978021978022,1.68384615384615,2.78868131868132,0.936813186813187,1.94736263736264,1.67586813186813,2.80645054945055,0.902604395604396
2.04,1588,1347,2307,803,1.91956043956044,1.62824175824176,2.78868131868132,0.970659340659341,1.96162637362637,1.65036263736264,2.80089010989011,0.910703296703297
2.05,1640,1345,2282,782,1.98241758241758,1.62582417582418,2.75846153846154,0.945274725274725,1.96102197802198,1.64250549450549,2.7991978021978,0.926054945054945
2.06,1667,1273,2299,746,2.01505494505495,1.53879120879121,2.77901098901099,0.901758241758242,1.97540659340659,1.62824175824176,2.78952747252747,0.932340659340659
2.07,1623,1308,2278,781,1.96186813186813,1.5810989010989,2.75362637362637,0.944065934065934,1.98435164835165,1.61010989010989,2.78807692307692,0.946725274725275
2.08,1650,1286,2332,797,1.99450549450549,1.55450549450549,2.8189010989011,0.963406593406593,1.99015384615385,1.59294505494506,2.77804395604396,0.964373626373626
2.09,1609,1334,2311,814,1.94494505494505,1.61252747252747,2.79351648351648,0.983956043956044,1.99958241758242,1.57626373626374,2.77248351648352,0.973318681318681
2.1,1690,1314,2270,782,2.04285714285714,1.58835164835165,2.74395604395604,0.945274725274725,2.00357142857143,1.56151648351648,2.77997802197802,0.981296703296703
2.11,1708,1277,2305,841,2.06461538461538,1.54362637362637,2.78626373626374,1.01659340659341,2.00768131868132,1.55087912087912,2.78130769230769,0.986252747252747
2.12,1676,1301,2291,857,2.02593406593407,1.57263736263736,2.76934065934066,1.03593406593407,2.00876923076923,1.54652747252747,2.77889010989011,1.00535164835165
2.13,1691,1255,2261,849,2.04406593406593,1.51703296703297,2.73307692307692,1.02626373626374,2.02013186813187,1.53045054945055,2.77925274725275,1.01623076923077
2.14,1621,1225,2369,869,1.95945054945055,1.48076923076923,2.86362637362637,1.05043956043956,2.02158241758242,1.52428571428571,2.7713956043956,1.02142857142857
2.15,1674,1257,2293,823,2.02351648351648,1.51945054945055,2.77175824175824,0.994835164835165,2.04031868131868,1.51038461538462,2.76873626373626,1.02843956043956
2.16,1676,1237,2279,904,2.02593406593407,1.49527472527473,2.75483516483516,1.09274725274725,2.04430769230769,1.49805494505494,2.76873626373626,1.03859340659341
2.17,1717,1175,2281,871,2.07549450549451,1.42032967032967,2.75725274725275,1.05285714285714,2.04769230769231,1.48524175824176,2.76305494505495,1.04487912087912
2.18,1662,1235,2267,840,2.00901098901099,1.49285714285714,2.74032967032967,1.01538461538462,2.0518021978022,1.47242857142857,2.76124175824176,1.04923076923077
2.19,1764,1219,2289,872,2.13230769230769,1.47351648351648,2.76692307692308,1.05406593406593,2.06352747252747,1.4607032967033,2.75906593406593,1.04826373626374
2.2,1723,1212,2270,866,2.08274725274725,1.46505494505495,2.74395604395604,1.04681318681319,2.08963736263736,1.45332967032967,2.74806593406593,1.04814285714286
2.21,1736,1171,2258,893,2.09846153846154,1.41549450549451,2.72945054945055,1.07945054945055,2.10438461538462,1.44535164835165,2.74431868131868,1.04838461538462
2.22,1710,1195,2276,893,2.06703296703297,1.44450549450549,2.75120879120879,1.07945054945055,2.11381318681319,1.4380989010989,2.74528571428571,1.04246153846154
2.23,1788,1158,2243,841,2.16131868131868,1.39978021978022,2.71131868131868,1.01659340659341,2.12940659340659,1.43725274725275,2.73948351648352,1.04185714285714
2.24,1837,1164,2278,868,2.22054945054945,1.40703296703297,2.75362637362637,1.04923076923077,2.14113186813187,1.42262637362637,2.73924175824176,1.04076923076923
2.25,1796,1191,2262,825,2.17098901098901,1.43967032967033,2.73428571428571,0.997252747252747,2.15164835164835,1.41356043956044,2.74105494505495,1.03798901098901
2.26,1754,1177,2287,855,2.12021978021978,1.42274725274725,2.76450549450549,1.03351648351648,2.16567032967033,1.41392307692308,2.73742857142857,1.03315384615385
2.27,1846,1168,2233,866,2.23142857142857,1.41186813186813,2.69923076923077,1.04681318681319,2.1757032967033,1.41791208791209,2.73525274725275,1.01997802197802
2.28,1759,1114,2265,831,2.12626373626374,1.34659340659341,2.73791208791209,1.00450549450549,2.19286813186813,1.4183956043956,2.73416483516484,1.01284615384615
2.29,1851,1144,2304,849,2.23747252747253,1.38285714285714,2.78505494505495,1.02626373626374,2.20398901098901,1.40691208791209,2.72606593406593,1.00982417582418
2.3,1839,1215,2240,826,2.22296703296703,1.46868131868132,2.70769230769231,0.998461538461539,2.20048351648352,1.40207692307692,2.72521978021978,0.998340659340659
2.31,1819,1204,2240,784,2.19879120879121,1.45538461538462,2.70769230769231,0.947692307692308,2.21583516483517,1.39615384615385,2.72425274725275,0.992417582417582
2.32,1852,1199,2267,834,2.23868131868132,1.44934065934066,2.74032967032967,1.00813186813187,2.23167032967033,1.39687912087912,2.72135164835165,0.982263736263736
2.33,1880,1063,2176,816,2.27252747252747,1.28494505494506,2.63032967032967,0.986373626373626,2.24254945054945,1.39349450549451,2.72340659340659,0.973197802197802
2.34,1808,1124,2271,773,2.18549450549451,1.35868131868132,2.74516483516484,0.934395604395604,2.26454945054945,1.39458241758242,2.72086813186813,0.968483516483517
2.35,1923,1142,2254,776,2.32450549450549,1.38043956043956,2.72461538461538,0.938021978021978,2.26732967032967,1.3963956043956,2.70950549450549,0.95567032967033
2.36,1885,1183,2263,771,2.27857142857143,1.43,2.73549450549451,0.931978021978022,2.28183516483517,1.39446153846154,2.70454945054945,0.939714285714286
2.37,1936,1140,2250,791,2.34021978021978,1.37802197802198,2.71978021978022,0.956153846153846,2.29634065934066,1.39264835164835,2.70225274725275,0.92810989010989
2.38,1941,1123,2244,792,2.34626373626374,1.35747252747253,2.71252747252747,0.957362637362637,2.31676923076923,1.39857142857143,2.6956043956044,0.906714285714286
2.39,1874,1159,2210,743,2.26527472527472,1.40098901098901,2.67142857142857,0.898131868131868,2.32946153846154,1.40884615384615,2.70454945054945,0.893901098901099
2.4,1959,1199,2199,694,2.36802197802198,1.44934065934066,2.65813186813187,0.838901098901099,2.35134065934066,1.41126373626374,2.69947252747253,0.879395604395604
2.41,1939,1189,2221,688,2.34384615384615,1.43725274725275,2.68472527472527,0.831648351648352,2.36778021978022,1.42637362637363,2.69923076923077,0.866461538461538
2.42,2021,1248,2212,657,2.44296703296703,1.50857142857143,2.67384615384615,0.794175824175824,2.37527472527473,1.42867032967033,2.69258241758242,0.846879120879121
2.43,1985,1148,2250,710,2.39945054945055,1.38769230769231,2.71978021978022,0.858241758241758,2.3876043956044,1.44184615384615,2.68992307692308,0.827175824175824
2.44,1989,1144,2229,653,2.40428571428571,1.38285714285714,2.6943956043956,0.789340659340659,2.39654945054945,1.45792307692308,2.68956043956044,0.809527472527472
2.45,2059,1267,2252,669,2.4889010989011,1.53153846153846,2.7221978021978,0.808681318681319,2.41552747252747,1.46505494505495,2.69342857142857,0.795868131868132
2.46,1947,1202,2208,609,2.35351648351648,1.45296703296703,2.66901098901099,0.736153846153846,2.43305494505494,1.47037362637363,2.69717582417582,0.779065934065934
2.47,2038,1249,2228,628,2.46351648351648,1.50978021978022,2.69318681318681,0.759120879120879,2.45118681318681,1.48294505494505,2.69935164835165,0.764076923076923
2.48,2015,1256,2241,646,2.43571428571429,1.51824175824176,2.7089010989011,0.780879120879121,2.4669010989011,1.47859340659341,2.70104395604396,0.753439560439561
2.49,2031,1218,2242,630,2.45505494505495,1.47230769230769,2.71010989010989,0.761538461538461,2.48334065934066,1.50651648351648,2.70261538461538,0.73289010989011
2.5,2104,1243,2230,555,2.5432967032967,1.50252747252747,2.6956043956044,0.670879120879121,2.49712087912088,1.51763736263736,2.70442857142857,0.719956043956044
2.51,2089,1293,2239,564,2.52516483516484,1.56296703296703,2.70648351648352,0.681758241758242,2.51537362637363,1.51920879120879,2.70092307692308,0.708714285714286
2.52,2151,1212,2226,569,2.60010989010989,1.46505494505495,2.69076923076923,0.687802197802198,2.52734065934066,1.53661538461538,2.70406593406593,0.697714285714286
2.53,2121,1379,2263,540,2.56384615384615,1.66692307692308,2.73549450549451,0.652747252747253,2.53556043956044,1.5451978021978,2.69681318681319,0.682604395604396
2.54,2103,1236,2244,546,2.54208791208791,1.49406593406593,2.71252747252747,0.66,2.55610989010989,1.55571428571429,2.69246153846154,0.666406593406593
2.55,2210,1280,2223,576,2.67142857142857,1.54725274725275,2.68714285714286,0.696263736263736,2.57242857142857,1.56743956043956,2.69717582417582,0.652626373626374
2.56,2046,1346,2234,518,2.47318681318681,1.62703296703297,2.70043956043956,0.626153846153846,2.58064835164835,1.58448351648352,2.69717582417582,0.647186813186813
2.57,2106,1320,2168,503,2.54571428571429,1.5956043956044,2.62065934065934,0.608021978021978,2.60071428571429,1.60140659340659,2.69451648351648,0.635098901098901
2.58,2185,1343,2205,512,2.64120879120879,1.62340659340659,2.66538461538462,0.618901098901099,2.60542857142857,1.62316483516483,2.69971428571429,0.624945054945055
2.59,2166,1315,2281,516,2.61824175824176,1.58956043956044,2.75725274725275,0.623736263736264,2.62573626373626,1.62751648351648,2.69657142857143,0.617934065934066
2.6,2172,1384,2230,510,2.62549450549451,1.67296703296703,2.6956043956044,0.616483516483517,2.64423076923077,1.6529010989011,2.69874725274725,0.608505494505495
2.61,2255,1433,2217,464,2.72582417582418,1.7321978021978,2.67989010989011,0.560879120879121,2.64749450549451,1.67417582417582,2.6972967032967,0.597989010989011
2.62,2190,1392,2269,485,2.64725274725275,1.68263736263736,2.74274725274725,0.586263736263736,2.66598901098901,1.69158241758242,2.69693406593407,0.583120879120879
2.63,2289,1415,2237,482,2.76692307692308,1.71043956043956,2.70406593406593,0.582637362637363,2.68267032967033,1.70971428571429,2.70430769230769,0.578164835164835
2.64,2256,1446,2262,468,2.72703296703297,1.74791208791209,2.73428571428571,0.565714285714286,2.7030989010989,1.72567032967033,2.70527472527473,0.572725274725275
2.65,2237,1456,2211,489,2.70406593406593,1.76,2.67263736263736,0.591098901098901,2.7163956043956,1.75298901098901,2.69620879120879,0.56789010989011
2.66,2199,1490,2231,395,2.65813186813187,1.8010989010989,2.69681318681319,0.477472527472527,2.72691208791209,1.77414285714286,2.70007692307692,0.553868131868132
2.67,2244,1470,2229,462,2.71252747252747,1.77692307692308,2.6943956043956,0.558461538461538,2.73247252747253,1.78610989010989,2.70515384615385,0.554472527472527
2.68,2354,1475,2213,467,2.84549450549451,1.78296703296703,2.67505494505494,0.564505494505494,2.75326373626374,1.81415384615385,2.70273626373626,0.549153846153846
2.69,2276,1541,2206,476,2.75120879120879,1.86274725274725,2.66659340659341,0.575384615384615,2.75048351648352,1.82865934065934,2.70225274725275,0.549516483516484
2.7,2259,1559,2262,394,2.73065934065934,1.88450549450549,2.73428571428571,0.476263736263736,2.76813186813187,1.85017582417582,2.70176923076923,0.549032967032967
2.71,2301,1532,2259,469,2.78142857142857,1.85186813186813,2.73065934065934,0.566923076923077,2.77792307692308,1.87374725274725,2.70503296703297,0.549032967032967
2.72,2362,1624,2249,441,2.85516483516483,1.96307692307692,2.71857142857143,0.533076923076923,2.81092307692308,1.88885714285714,2.7030989010989,0.553868131868132
2.73,2266,1535,2233,485,2.73912087912088,1.85549450549451,2.69923076923077,0.586263736263736,2.82772527472528,1.90892307692308,2.7082967032967,0.559307692307692
2.74,2402,1624,2258,464,2.90351648351648,1.96307692307692,2.72945054945055,0.560879120879121,2.82349450549451,1.92306593406593,2.71627472527473,0.560032967032967
2.75,2318,1651,2238,489,2.80197802197802,1.99571428571429,2.70527472527472,0.591098901098901,2.8467032967033,1.94071428571429,2.72606593406593,0.563175824175824
2.76,2472,1615,2215,435,2.98813186813187,1.9521978021978,2.67747252747253,0.525824175824176,2.86205494505495,1.95376923076923,2.71978021978022,0.572483516483516
2.77,2383,1636,2272,507,2.88054945054945,1.97758241758242,2.74637362637363,0.612857142857143,2.87873626373626,1.9712967032967,2.71736263736264,0.574538461538461
2.78,2319,1592,2279,473,2.80318681318681,1.9243956043956,2.75483516483516,0.571758241758242,2.88695604395604,1.98,2.71252747252747,0.58021978021978
2.79,2468,1687,2287,502,2.9832967032967,2.03923076923077,2.76450549450549,0.606813186813187,2.90267032967033,1.99136263736264,2.71047252747253,0.584208791208791
2.8,2386,1667,2210,471,2.88417582417582,2.01505494505495,2.67142857142857,0.569340659340659,2.90303296703297,2.00913186813187,2.71047252747253,0.589406593406593
2.81,2439,1677,2239,486,2.94824175824176,2.02714285714286,2.70648351648352,0.587472527472527,2.91101098901099,2.01759340659341,2.71192307692308,0.600527472527473
2.82,2430,1696,2209,488,2.93736263736264,2.05010989010989,2.67021978021978,0.58989010989011,2.89771428571429,2.03342857142857,2.71047252747253,0.616725274725275
2.83,2396,1629,2216,518,2.89626373626374,1.96912087912088,2.67868131868132,0.626153846153846,2.89928571428571,2.04128571428571,2.71059340659341,0.622648351648352
2.84,2405,1771,2258,507,2.90714285714286,2.14076923076923,2.72945054945055,0.612857142857143,2.91342857142857,2.06207692307692,2.71095604395604,0.634978021978022
2.85,2384,1721,2250,581,2.88175824175824,2.08032967032967,2.71978021978022,0.702307692307692,2.9179010989011,2.06582417582418,2.71313186813187,0.642351648351648
2.86,2362,1746,2203,569,2.85516483516483,2.11054945054945,2.66296703296703,0.687802197802198,2.92285714285714,2.08057142857143,2.71349450549451,0.657340659340659
2.87,2396,1701,2273,556,2.89626373626374,2.05615384615385,2.74758241758242,0.672087912087912,2.92974725274725,2.08359340659341,2.71627472527473,0.670516483516484
2.88,2436,1764,2282,575,2.94461538461538,2.13230769230769,2.75846153846154,0.695054945054945,2.92708791208791,2.0870989010989,2.71965934065934,0.685868131868132
2.89,2505,1718,2305,563,3.02802197802198,2.0767032967033,2.78626373626374,0.680549450549451,2.93651648351648,2.10426373626374,2.72618681318681,0.693
2.9,2427,1789,2213,595,2.93373626373626,2.16252747252747,2.67505494505494,0.719230769230769,2.9560989010989,2.10559340659341,2.73150549450549,0.706538461538462
2.91,2496,1702,2262,595,3.01714285714286,2.05736263736264,2.73428571428571,0.719230769230769,2.97689010989011,2.11925274725275,2.7338021978022,0.717296703296703
2.92,2408,1725,2237,615,2.91076923076923,2.08516483516484,2.70406593406593,0.743406593406593,2.99574725274725,2.11695604395604,2.74528571428571,0.73156043956044
2.93,2474,1771,2270,577,2.99054945054945,2.14076923076923,2.74395604395604,0.697472527472528,3.00626373626374,2.13037362637363,2.7470989010989,0.746549450549451
2.94,2567,1782,2302,619,3.10296703296703,2.15406593406593,2.78263736263736,0.748241758241758,3.01532967032967,2.13267032967033,2.74842857142857,0.763230769230769
2.95,2556,1834,2269,670,3.08967032967033,2.21692307692308,2.74274725274725,0.80989010989011,3.0198021978022,2.14318681318681,2.75350549450549,0.779186813186813
2.96,2518,1727,2298,687,3.04373626373626,2.08758241758242,2.7778021978022,0.83043956043956,3.04530769230769,2.14173626373626,2.761,0.795989010989011
2.97,2483,1812,2288,680,3.00142857142857,2.19032967032967,2.76571428571429,0.821978021978022,3.05618681318681,2.15346153846154,2.76365934065934,0.814241758241758
2.98,2511,1783,2293,713,3.03527472527473,2.15527472527473,2.77175824175824,0.861868131868132,3.07456043956044,2.16458241758242,2.77405494505494,0.828142857142857
2.99,2542,1805,2347,695,3.07274725274725,2.18186813186813,2.83703296703297,0.84010989010989,3.08132967032967,2.1692967032967,2.77502197802198,0.853164835164835
3,2638,1777,2275,734,3.18879120879121,2.14802197802198,2.75,0.887252747252747,3.08652747252747,2.17195604395604,2.7713956043956,0.875648351648352
3.01,2586,1799,2284,746,3.12593406593407,2.17461538461538,2.76087912087912,0.901758241758242,3.08942857142857,2.1721978021978,2.77538461538462,0.888703296703297
3.02,2560,1817,2323,730,3.09450549450549,2.19637362637363,2.80802197802198,0.882417582417583,3.1013956043956,2.17969230769231,2.77610989010989,0.901274725274725
3.03,2530,1810,2278,784,3.05824175824176,2.18791208791209,2.75362637362637,0.947692307692308,3.11602197802198,2.1838021978022,2.77828571428571,0.916747252747253
3.04,2610,1804,2272,805,3.15494505494505,2.18065934065934,2.74637362637363,0.973076923076923,3.11868131868132,2.18525274725275,2.77852747252747,0.928472527472527
3.05,2580,1836,2302,778,3.11868131868132,2.21934065934066,2.78263736263736,0.94043956043956,3.1181978021978,2.19214285714286,2.77828571428571,0.938989010989011
3.06,2617,1789,2304,791,3.16340659340659,2.16252747252747,2.78505494505495,0.956153846153846,3.10901098901099,2.19250549450549,2.78360439560439,0.949384615384615
3.07,2604,1846,2306,808,3.14769230769231,2.23142857142857,2.78747252747253,0.976703296703297,3.10647252747253,2.19794505494505,2.78698901098901,0.96521978021978
3.08,2533,1795,2295,810,3.06186813186813,2.16978021978022,2.77417582417582,0.979120879120879,3.1100989010989,2.18742857142857,2.79037362637363,0.979362637362637
3.09,2538,1862,2345,782,3.06791208791209,2.25076923076923,2.83461538461538,0.945274725274725,3.1107032967033,2.17908791208791,2.80221978021978,0.984560439560439
3.1,2562,1780,2319,820,3.09692307692308,2.15164835164835,2.80318681318681,0.991208791208791,3.10695604395604,2.17413186813187,2.81297802197802,0.993626373626374
3.11,2565,1844,2312,877,3.10054945054945,2.22901098901099,2.79472527472527,1.06010989010989,3.10417582417582,2.16965934065934,2.82530769230769,1.00196703296703
3.12,2590,1730,2351,847,3.13076923076923,2.09120879120879,2.84186813186813,1.02384615384615,3.1013956043956,2.16095604395604,2.82820879120879,1.00752747252747
3.13,2535,1741,2376,827,3.06428571428571,2.10450549450549,2.87208791208791,0.99967032967033,3.09051648351648,2.14681318681319,2.83316483516484,1.01502197802198
3.14,2579,1763,2361,880,3.11747252747253,2.1310989010989,2.85395604395604,1.06373626373626,3.09341758241758,2.14475824175824,2.84138461538462,1.02021978021978
3.15,2557,1799,2404,847,3.09087912087912,2.17461538461538,2.90593406593407,1.02384615384615,3.09063736263736,2.12420879120879,2.84742857142857,1.03218681318681
3.16,2594,1717,2328,837,3.1356043956044,2.07549450549451,2.81406593406593,1.01175824175824,3.08531868131868,2.11949450549451,2.85020879120879,1.03943956043956
3.17,2514,1729,2347,870,3.0389010989011,2.09,2.83703296703297,1.05164835164835,3.09208791208791,2.10341758241758,2.86024175824176,1.0346043956044
3.18,2557,1778,2363,853,3.09087912087912,2.14923076923077,2.85637362637363,1.0310989010989,3.0858021978022,2.09942857142857,2.85758241758242,1.03448351648352
3.19,2515,1692,2395,881,3.04010989010989,2.04527472527473,2.89505494505495,1.06494505494505,3.09438461538462,2.10087912087912,2.85576923076923,1.04004395604396
3.2,2518,1741,2342,880,3.04373626373626,2.10450549450549,2.83098901098901,1.06373626373626,3.0903956043956,2.09048351648352,2.86108791208791,1.03557142857143
3.21,2621,1711,2395,837,3.16824175824176,2.06824175824176,2.89505494505495,1.01175824175824,3.07661538461538,2.07428571428571,2.86120879120879,1.0398021978022
3.22,2538,1697,2329,846,3.06791208791209,2.05131868131868,2.81527472527473,1.02263736263736,3.07552747252747,2.06376923076923,2.86278021978022,1.04306593406593
3.23,2606,1753,2361,873,3.15010989010989,2.11901098901099,2.85395604395604,1.05527472527473,3.07141758241758,2.05168131868132,2.86628571428571,1.03641758241758
3.24,2546,1677,2405,843,3.07758241758242,2.02714285714286,2.90714285714286,1.01901098901099,3.07323076923077,2.04068131868132,2.87559340659341,1.03617582417582
3.25,2443,1665,2405,882,2.95307692307692,2.01263736263736,2.90714285714286,1.06615384615385,3.06525274725275,2.03197802197802,2.87656043956044,1.03158241758242
3.26,2585,1630,2341,864,3.12472527472527,1.97032967032967,2.82978021978022,1.0443956043956,3.06875824175824,2.01759340659341,2.88405494505495,1.02469230769231
3.27,2480,1629,2376,815,2.9978021978022,1.96912087912088,2.87208791208791,0.985164835164835,3.05050549450549,2.00393406593407,2.88212087912088,1.02384615384615
3.28,2572,1687,2440,851,3.10901098901099,2.03923076923077,2.94945054945055,1.02868131868132,3.04434065934066,1.99583516483516,2.89130769230769,1.01925274725275
3.29,2449,1620,2403,843,2.96032967032967,1.95824175824176,2.90472527472527,1.01901098901099,3.0389010989011,1.97310989010989,2.8952967032967,1.01079120879121
3.3,2547,1622,2404,823,3.07879120879121,1.96065934065934,2.90593406593407,0.994835164835165,3.03249450549451,1.96053846153846,2.89275824175824,1.00462637362637
3.31,2470,1598,2379,830,2.98571428571429,1.93164835164835,2.87571428571429,1.0032967032967,3.04107692307692,1.94651648351648,2.89227472527473,0.993868131868132
3.32,2487,1630,2405,808,3.00626373626374,1.97032967032967,2.90714285714286,0.976703296703297,3.03285714285714,1.93225274725275,2.90303296703297,0.980087912087912
3.33,2561,1565,2394,803,3.09571428571429,1.89175824175824,2.89384615384615,0.970659340659341,3.02778021978022,1.91895604395604,2.91004395604396,0.971263736263736
3.34,2493,1573,2384,792,3.01351648351648,1.90142857142857,2.88175824175824,0.957362637362637,3.02354945054945,1.90021978021978,2.90992307692308,0.962802197802198
3.35,2514,1549,2401,793,3.0389010989011,1.87241758241758,2.90230769230769,0.958571428571429,3.0330989010989,1.88498901098901,2.9120989010989,0.947813186813187
3.36,2517,1512,2430,750,3.04252747252747,1.82769230769231,2.93736263736264,0.906593406593407,3.01363736263736,1.86468131868132,2.91657142857143,0.937538461538461
3.37,2438,1519,2434,742,2.94703296703297,1.83615384615385,2.9421978021978,0.896923076923077,3.01146153846154,1.83796703296703,2.92878021978022,0.921582417582417
3.38,2537,1532,2439,781,3.0667032967033,1.85186813186813,2.94824175824176,0.944065934065934,3.00167032967033,1.81935164835165,2.93724175824176,0.915659340659341
3.39,2528,1494,2421,719,3.05582417582418,1.80593406593407,2.92648351648352,0.869120879120879,2.98885714285714,1.8010989010989,2.94763736263736,0.905989010989011
3.4,2386,1454,2441,738,2.88417582417582,1.75758241758242,2.95065934065934,0.892087912087912,2.96782417582418,1.78115384615385,2.95549450549451,0.891483516483516
3.41,2452,1377,2480,698,2.96395604395604,1.66450549450549,2.9978021978022,0.843736263736264,2.95513186813187,1.76205494505494,2.96468131868132,0.879758241758242
3.42,2406,1476,2475,759,2.90835164835165,1.78417582417582,2.99175824175824,0.917472527472527,2.94594505494506,1.74476923076923,2.97048351648352,0.870571428571428
3.43,2455,1414,2480,723,2.96758241758242,1.70923076923077,2.9978021978022,0.873956043956044,2.94340659340659,1.72397802197802,2.97398901098901,0.856912087912088
3.44,2319,1408,2449,672,2.80318681318681,1.70197802197802,2.96032967032967,0.812307692307692,2.92189010989011,1.69883516483516,2.97906593406593,0.837571428571428
3.45,2409,1391,2477,696,2.91197802197802,1.68142857142857,2.99417582417582,0.841318681318681,2.91234065934066,1.68058241758242,2.98873626373626,0.822461538461538
3.46,2441,1369,2478,674,2.95065934065934,1.65483516483516,2.99538461538461,0.814725274725275,2.90545054945055,1.66051648351648,2.99876923076923,0.801307692307692
